author_id,name,biography,birth_date,death_date
737,Patricia Highsmith,"Patricia Highsmith, 1921 yılında Fort Worth, Texas, Amerika Birleşik Devletleri'nde doğmuş olan Amerikalı yazardır. Highsmith, özellikle gerilim, suç ve psikolojik kurgu türlerindeki eserleriyle tanınmaktadır. Yazar, 'Strangers on a Train' ve 'The Talented Mr. Ripley' gibi ünlü eserleriyle büyük bir ün kazanmıştır. Highsmith, karakterlerinin içsel çatışmalarına ve ahlaki ikilemlerine derinlemesine odaklanırken, aynı zamanda suç ve suçluluk temalarını işler. Yazar, zihinlerin karanlık köşelerine inerek, suç psikolojisini derinlemesine araştırır.",1921-01-19,1995-02-04
738,Alice Feeney,"Alice Feeney, İngiliz yazarıdır. Feeney, özellikle gerilim ve psikolojik dramalarla tanınır. Eserlerinde karmaşık karakterler ve sürükleyici anlatım tarzıyla dikkat çeker.",,
739,Nikita Lalwani,"Nikita Lalwani, 1973 yılında Pune, Hindistan'da doğmuş olan Hindistan kökenli İngiliz yazardır. Lalwani, özellikle kültürel kimlik, göçmen deneyimi ve aile ilişkileri temaları üzerinde yoğunlaşan eserler yazmaktadır. Yazar, 'Gifted' adlı eseriyle büyük bir çıkış yapmış ve edebiyat dünyasında kendine sağlam bir yer edinmiştir. Lalwani, ailesinin beklentileri ve bireysel özgürlük arasındaki çatışmaları işlerken, göçmenlerin toplumda kendilerine bir yer edinme mücadelesini ele alır. Lalwani, yazılarında insan psikolojisinin derinliklerine iner ve bireylerin kültürel kimliklerini keşfetmelerine yardımcı olur.",1973-01-01,
740,Kenan Kalecikli,"Kenan Kalecikli, 1980 yılında İstanbul'da doğmuş olan Türk yazarıdır. Kalecikli, Türk edebiyatında özellikle kısa öykü türünde eserler vermiş ve modern Türk öykücülüğüne önemli katkılarda bulunmuştur. Yazar, eserlerinde genellikle bireysel içsel çatışmaları, insanın yalnızlık duygusunu ve toplumun baskılarıyla başa çıkma mücadelesini işler. Kalecikli, sade bir dil kullanarak, okuyucularını derin felsefi ve duygusal bir yolculuğa çıkarır. Eserlerinde insanın ruh halini ve hayatın anlamını sorgulayan sorulara yer verir.",1980-01-01,
741,Edward John Trelawny,"Edward John Trelawny, 1792 yılında Londra, İngiltere'de doğmuş olan İngiliz yazar ve denizci olarak tanınmaktadır. Trelawny, özellikle Lord Byron ve Percy Bysshe Shelley gibi edebiyatçıların yakın arkadaşı olarak bilinir. Yazarın en bilinen eseri, romantik şairlerin hayatlarını ve dönemin edebiyatını ele alan anı kitabı olan 'Records of Shelley, Byron, and the Author'dır. Trelawny, yazılarında aynı zamanda denizcilik deneyimlerini, denizcilik hayatının zorluklarını ve romantik dönem edebiyatını derinlemesine işler. Eserleri, kişisel anıların ve edebi figürlerin iç içe geçtiği bir anlatım sunar.",1792-11-13,1881-08-13
742,Eren İnce Çiftçi,"Eren İnce Çiftçi, 1985 yılında İstanbul, Türkiye'de doğmuş olan Türk yazardır. Çiftçi, özellikle edebiyatında gençlik, toplumsal sorunlar ve kişisel gelişim temalarını işler. Eserlerinde, bireylerin içsel çatışmalarını, toplumun dayattığı normlarla yüzleşmelerini ve yaşamın anlamını sorgulamayı ele alır. Gençlik romanları ve kısa öyküleriyle tanınan Çiftçi, kendine özgü bir dil kullanarak okurlarına empati kazandırmayı amaçlar. Çiftçi, Türk edebiyatında modern gençlik kültürünün izlerini takip eden bir yazar olarak, genç kuşağın duygusal ve sosyal dünyasına ışık tutmaktadır.",1985-01-01,
743,Martina Cole,"Martina Cole, 1959 yılında Londra, İngiltere'de doğmuş olan İngiliz yazardır. Cole, özellikle suç, gerilim ve dram türlerindeki eserleriyle tanınır. Yazar, 'The Ladykiller', 'The Family' gibi kitaplarıyla büyük bir ün kazanmış ve edebiyat dünyasında kendine sağlam bir yer edinmiştir. Cole'un eserlerinde sıkça yer alan temalar arasında, suçun, ailenin ve toplumsal ilişkilerin zorlayıcı etkileri bulunur. Yazar, zengin bir karakter derinliği ve sosyal gerçekçilikle dikkat çeker, toplumsal sorunları ve insan ilişkilerini çarpıcı bir şekilde işler.",1959-01-01,
744,Anton Pavloviç Çehov,"Anton Pavloviç Çehov, 1860 yılında Taganrog, Rusya İmparatorluğu'nda doğmuş olan Rus yazardır. Çehov, modern kısa öykü türünün öncülerindendir ve Rus edebiyatının önemli figürlerinden biridir. Çehov'un eserlerinde genellikle bireylerin içsel dünyası, insanın yalnızlığı, toplumun ve bireyin çelişkileri gibi temalar işler. En ünlü eserlerinden biri olan 'Vanya Dayı'da insanın hayatındaki geçiş dönemlerini, pişmanlıklarını ve kayıplarını işler. Çehov, aynı zamanda bir doktor olup, insanların ruhsal durumlarını anlamadaki derin bilgisiyle edebiyatına büyük katkı sağlamıştır.",1860-01-29,1904-07-15
745,Belgin Karabulut,"Belgin Karabulut, 1975 yılında İstanbul, Türkiye'de doğmuş olan Türk yazardır. Karabulut, eserlerinde kadınların toplumsal rollerini, aşkı, kimlik arayışını ve içsel çatışmaları işler. Karabulut, özellikle edebiyatında psikolojik derinliği ve karakter analiziyle tanınır. Yazılarında, kadının modern toplumdaki yeri ve bireysel mücadelelerini anlatırken, kadın karakterlerin güçlü ve zayıf yönlerini eşit şekilde ele alır. Yazar, dilini güçlü bir şekilde kullanarak okurlarına empatik bir bakış açısı kazandırır.",1975-01-01,
746,Moris Farhi,"Moris Farhi, 1935 yılında Ankara, Türkiye'de doğmuş olan Türk kökenli İngiliz yazardır. Farhi, özellikle göçmenlik, kimlik, ve kültürler arası çatışmalar temaları üzerine eserler yazmıştır. Edebiyatında, Türk ve İngiliz kültürleri arasındaki farkları, bireylerin kimliklerini ve aidiyet duygusunu işler. Farhi, aynı zamanda halk edebiyatından ve geleneksel öyküleme yöntemlerinden esinlenerek yazdığı eserlerinde, insan ilişkilerinin derinliklerine inmeyi amaçlar. Yazar, 'The Last of the Mohicans' ve 'My Sweetest Year' gibi eserleriyle geniş bir okur kitlesine ulaşmıştır.",1935-01-01,
747,Didier van Cauwelaert,"Didier van Cauwelaert, 1960 yılında Paris, Fransa'da doğmuş olan Fransız yazardır. Cauwelaert, özellikle felsefi ve psikolojik derinliklere inen romanlarıyla tanınır. Eserlerinde insanın varoluşsal soruları, bireysel hafıza ve kimlik temalarını işler. Cauwelaert, 'All the Way Home' adlı eseriyle büyük başarı kazanmış, yazılarında hayal gücü ile insan psikolojisini harmanlamıştır. Yazar, hafıza ve bilinç üzerine yaptığı derin analizlerle, okuyucularını içsel bir yolculuğa çıkarır. Eserlerinde zaman, hafıza ve insanın kimlik arayışını sorgular.",1960-01-01,
748,Ebru Ojen,"Ebru Ojen, 1982 yılında İstanbul, Türkiye'de doğmuş olan Türk yazardır. Ojen, özellikle kadın edebiyatı alanında önemli eserler veren bir yazardır. Eserlerinde, bireylerin içsel yolculukları, aşk, aile ilişkileri ve toplumsal baskılar gibi temaları işler. Ojen, psikolojik çözümlemelerle derin karakterler yaratırken, aynı zamanda kadınların toplumsal hayattaki yerini de sorgular. 'Kadınlar Ne Zaman Gülümser?' adlı eseriyle tanınan yazar, kadınların duygusal ve sosyal dünyalarını derinlemesine keşfeder. Ojen, anlatılarında kadının sesini güçlü bir şekilde duyurmayı amaçlar.",1982-01-01,
749,Lynn Painter,"Lynn Painter, 1982 yılında Amerika Birleşik Devletleri'nde doğmuş olan Amerikalı yazardır. Painter, gençlik ve romantik kurguları ile tanınmaktadır. Eserlerinde genellikle gençlerin aşk hayatlarını, arkadaşlık ilişkilerini ve kişisel gelişimlerini konu alır. Painter'in eserleri, özellikle genç okurlara hitap etmekte olup, kahramanlarının toplumsal baskılarla mücadele etmelerini ve kendi kimliklerini bulmalarını işler. Yazar, gençlik romanları ile dünya çapında geniş bir okur kitlesine ulaşmıştır.",1982-01-01,
750,Wendy Mass,"Wendy Mass, 1960 yılında New Jersey, Amerika Birleşik Devletleri'nde doğmuş olan Amerikalı yazardır. Mass, özellikle gençlik romanları ve fantastik edebiyat ile tanınır. Yazar, hayal gücüyle beslenen karakterleri ve onların içsel yolculuklarını işler. Mass, eserlerinde sıklıkla aile, arkadaşlık ve kişisel dönüşüm gibi temalar üzerinde durur. 'A Mango-Shaped Space' adlı eseriyle büyük bir çıkış yapan yazar, okurlarına duygusal derinlikli bir okuma deneyimi sunar. Mass, karakterlerinin büyüme ve kendini keşfetme süreçlerine odaklanarak gençlerin ruh haline hitap eder.",1960-01-01,
751,Jorge Franco,"Jorge Franco, 1962 yılında Medellín, Kolombiya'da doğmuş olan Kolombiyalı yazardır. Franco, özellikle Latin Amerika'nın toplumsal yapısını ve bireylerin bu yapılarla olan mücadelesini anlatan eserleriyle tanınır. Yazar, 'Rosario Tijeras' adlı eseriyle büyük bir üne kavuşmuş ve Latin Amerika edebiyatının önemli temsilcilerinden biri olmuştur. Franco, eserlerinde aşk, tutku, suç ve bireysel özgürlük temalarını işler. Yazar, aynı zamanda Kolombiya'nın toplumsal sorunlarını ve bu sorunlar etrafındaki bireylerin hayatını derinlemesine ele alır.",1962-01-01,
752,Jörg Fauser,"Jörg Fauser, 1944 yılında Frankfurt, Almanya'da doğmuş olan Alman yazardır. Fauser, özellikle edebi karanlıkları ve postmodernizmin izlerini taşıyan eserleriyle tanınır. Yazar, çoğunlukla bireysel yalnızlık, toplumdan yabancılaşma, ve şiddet gibi temaları işler. Fauser, eserlerinde, karakterlerin içsel dünya ve toplum arasındaki çatışmalarını sorgular ve genellikle dramatik bir dil kullanır. En bilinen eseri olan 'Roh' adlı kitabı, postmodern edebiyatın önemli örneklerinden biri olarak kabul edilir. Fauser, yazılarında bireylerin yalnızlıklarını ve toplumun baskılarını konu alır.",1944-01-01,1987-05-17
753,K. Savaş Demir,"K. Savaş Demir, 1976 yılında İstanbul, Türkiye'de doğmuş olan Türk yazardır. Demir, eserlerinde genellikle insanın içsel dünyası, toplumsal yapılar ve bireysel kimlik üzerine yoğunlaşır. Yazar, aynı zamanda bilim kurgu ve felsefi romanlar alanında da eserler vermektedir. Demir'in yazılarında, zaman, hafıza, ve insanın varoluşsal sorgulamaları gibi temalar bulunur. Bilim kurgu ve felsefi eserleriyle tanınan Demir, aynı zamanda insan ruhunun derinliklerine inen psikolojik çözümlemeler yaparak okuyucularını etkilemektedir.",1976-01-01,
754,Emel Özkan,"Emel Özkan, 1980 yılında Ankara, Türkiye'de doğmuş olan Türk yazardır. Özkan, özellikle toplumun sosyal yapısını ve bireylerin toplumsal normlarla olan ilişkilerini ele alır. Eserlerinde, kadının toplumsal rolü, aşk, arkadaşlık ve aile ilişkilerini işler. Özkan, yazılarında derin karakter çözümlemeleri ve toplumsal eleştiriler sunar. 'Günümüz İnsanının Yalnızlığı' adlı eseri, yazarın en bilinen eserlerinden biridir. Özkan, modern hayatın getirdiği yalnızlık ve bireysel çıkmazlar üzerine yoğunlaşır.",1980-01-01,
755,Giorgio Faletti,"Giorgio Faletti, 1950 yılında Asti, İtalya'da doğmuş olan İtalyan yazardır. Faletti, polisiye ve gerilim türündeki eserleriyle tanınır. Yazar, özellikle cinayet ve suç temalarını işlerken, insanın karanlık taraflarını ve psikolojik çözümlemelerini derinlemesine ele alır. Eserlerinde, suçluların ve kurbanların iç dünyalarını keşfeder. Faletti'nin en ünlü eseri 'I Kill' (Öldürürüm) büyük bir çıkış yapmış ve dünya çapında ses getirmiştir. Yazar, aynı zamanda bir müzik insanı olarak da bilinir ve İtalyan sanat dünyasında çok yönlü bir figürdür.",1950-01-01,2014-07-04
756,Aydın Ekiz,"Aydın Ekiz, 1972 yılında İstanbul, Türkiye'de doğmuş olan Türk yazardır. Ekiz, Türk edebiyatının önemli modern temsilcilerindendir. Eserlerinde toplumsal ve bireysel sorunlara, insan psikolojisine ve varoluşsal sorgulamalara odaklanır. Ekiz'in yazılarında, bireylerin içsel dünyalarını derinlemesine inceleyen bir dil kullanılır. Edebiyatında, aşk, yalnızlık, ve hayal kırıklığı gibi temalar ön plana çıkar. Yazar, özellikle 'İstanbul' adlı romanıyla büyük beğeni toplamış ve edebiyat çevrelerinde adını duyurmuştur.",1972-01-01,
757,Beytullah Ergin Borobey,"Beytullah Ergin Borobey, 1980 yılında Konya, Türkiye'de doğmuş olan Türk yazardır. Borobey, özellikle Türk toplumunun geleneksel yapısı ve modernleşme sürecindeki toplumsal değişimler üzerine eserler kaleme alır. Yazarın edebiyatındaki ana temalar arasında aidiyet, kimlik arayışı, bireysel özgürlük ve toplumsal baskılar yer alır. Borobey, aynı zamanda toplumsal sorunları işlerken karakter derinliklerine iner ve insan ruhunun karmaşıklığını ele alır. Eserlerinde bireysel hikayelerin yanı sıra, toplumun büyük dönüşümünü de tasvir eder.",1980-01-01,
758,Serhan Arıkan,"Serhan Arıkan, 1990 yılında İstanbul, Türkiye'de doğmuş olan Türk yazardır. Arıkan, genellikle aşk, toplumsal ilişkiler ve insanın içsel dünyası üzerine yazdığı eserlerle tanınır. Arıkan'ın eserlerinde, bireylerin kendilerini bulma yolculukları ve hayata karşı duydukları sorgulamalar ön plana çıkar. Yazar, çok katmanlı ve derin karakter analizleriyle dikkat çeker. 'Yalnız Olmadığını Duyduğunda' adlı kitabı, özellikle genç okurlar arasında büyük ilgi görmüş ve derin psikolojik çözümlemeleri ile dikkat çekmiştir.",1990-01-01,
759,Onur Palut,"Onur Palut, 1985 yılında Ankara, Türkiye'de doğmuş olan Türk yazardır. Palut, edebiyatında bireysel mücadeleler, toplumsal değerler ve insan psikolojisi üzerine derinlemesine çalışmalar yapmıştır. Genellikle modern Türk toplumunun yüzleşmekte olduğu sorunları işlerken, karakterlerinin içsel çatışmalarına yoğunlaşır. Onur Palut'un yazılarında, toplumsal baskılarla başa çıkmaya çalışan bireylerin öyküleri anlatılır. Eserlerinde aynı zamanda insanın varoluşsal yalnızlığını ve kimlik arayışını sorgular.",1985-01-01,
760,Lev Nikolayeviç Tolstoy,"Lev Nikolayeviç Tolstoy, 1828 yılında Tula, Rusya İmparatorluğu'nda doğmuş olan Rus yazardır. Tolstoy, dünya edebiyatının en önemli figürlerinden biridir ve 'Savaş ve Barış' ve 'Anna Karenina' gibi dev eserlerle tanınır. Tolstoy, hayatı boyunca insanlık, etik, din ve toplum hakkında derin felsefi sorular sormuş ve bu temalar eserlerine yansımıştır. Edebiyatında, bireyin içsel çatışmaları, toplumsal düzenin eleştirisi ve insanın ruhsal evrimi ön plana çıkar. Tolstoy'un eserleri, aşk, savaş, sadakat ve insanın anlam arayışı üzerine yoğunlaşır. Aynı zamanda Tolstoy, hayır işlerine olan ilgisi ve hristiyanlık üzerine yazdığı eserlerle de tanınır.",1828-09-09,1910-11-20
761,Meriç Kayalı,"Meriç Kayalı, 1987 yılında İstanbul, Türkiye'de doğmuş olan Türk yazardır. Kayalı, eserlerinde genellikle bireysel ve toplumsal sorunları, insan ilişkilerini ve aşkı işler. Edebiyatında, psikolojik çözümlemeler, karakter derinlikleri ve toplumsal eleştiriler yer alır. Kayalı, duygusal yoğunluğu yüksek ve içsel çatışmalarla dolu karakterler yaratır. Yazılarında bireylerin hayal kırıklıklarını, aşklarını ve toplumla olan çatışmalarını derinlemesine işler. Kayalı, 'Yalnızca Aşk İçin' adlı romanıyla dikkatleri üzerine çekmiştir.",1987-01-01,
762,Muhammet Hamdullah Doğan,"Muhammet Hamdullah Doğan, 1992 yılında Bursa, Türkiye'de doğmuş olan Türk yazardır. Doğan, özellikle gençlik ve toplumsal ilişkiler üzerine yazdığı romanlarla tanınır. Yazarın eserlerinde, bireylerin hayatlarındaki karmaşık ilişkiler, aşk ve arkadaşlık ilişkileri ön plana çıkar. Aynı zamanda toplumsal adalet ve eşitlik gibi sosyal sorunlar da eserlerinde işlediği önemli temalar arasındadır. Doğan, yazılarında karakterlerin sosyal çevreleriyle olan ilişkilerini, kişisel gelişimlerini ve toplumsal normlarla olan çatışmalarını derinlemesine işler.",1992-01-01,
763,Yasemin Özben,"Yasemin Özben, Türk yazarıdır. Özben, özellikle toplumsal eleştiriyi ve insan ilişkilerini derinlemesine işleyen eserleriyle tanınır.",,
764,Ayşegül Atmaca,"Ayşegül Atmaca, 1983 yılında İzmir, Türkiye'de doğmuş olan Türk yazardır. Atmaca, romanlarında genellikle insan ilişkilerindeki çatışmaları, duygusal derinlikleri ve toplumsal sorunları işler. Özellikle kadın karakterlerin güçlenmesi ve toplumsal konumları üzerine yoğunlaşan yazar, aynı zamanda aşk, özgürlük ve kimlik arayışına dair eserler kaleme almıştır. Atmaca, toplumsal değerler ve bireysel haklar arasındaki dengeyi tartışırken, karakterlerine güçlü bir bağımsızlık ve derinlik kazandırır. Yazar, 'Aşkın Gücü' adlı romanıyla tanınmıştır.",1983-01-01,
765,Funda Ayten,"Funda Ayten, 1990 yılında Kayseri, Türkiye'de doğmuş olan Türk yazardır. Ayten, özellikle kadın hakları, toplumsal cinsiyet eşitliği ve insan hakları üzerine yazdığı eserlerle tanınır. Yazar, eserlerinde sıklıkla kadının toplumsal rolünü, özgürlüğünü ve mücadelesini işler. Ayten, romanlarında kadınların toplumsal baskılarla başa çıkmalarını ve kendi kimliklerini bulmalarını derinlemesine ele alır. Yazar, aynı zamanda sosyal adalet ve eşitlik konularına da büyük bir önem verir. Eserleri, toplumsal eleştirinin yanı sıra insan haklarıyla ilgili güçlü mesajlar içerir.",1990-01-01,
